,編號,土地位置建物門牌,Latitude,Longitude,交易年月日,建築完成年月,總價元,單價元平方公尺,st_range
7248,RPVNMLLKOHGGFGF48DA,新北市三重區自強路五段１０２號三樓,25.0834892,121.4967158,1100603,961122.0,13050000,117166.0,[]
7249,RPVOMLLKOHGGFGF58DA,新北市三重區集賢路３５號十樓,25.0859565,121.4960996,1100516,980715.0,23500000,127447.0,[]
7251,RPXNMLMKOHGGFGF78DA,新北市三重區環河北路二段２４０號八樓,25.0812542,121.4993512,1090419,1100317.0,13680000,126688.0,[]
7252,RPOOMLMKOHGGFGF97DA,新北市三重區環河北路二段２４０號十樓,25.0812542,121.4993512,1090510,1100317.0,13700000,126904.0,[]
7253,RPRNMLMKOHGGFGF18DA,新北市三重區環河北路二段２３６號七樓,25.08125,121.4993537,1090423,1100317.0,16860000,123356.0,[]
7254,RPSNMLMKOHGGFGF28DA,新北市三重區環河北路二段２３６號八樓,25.08125,121.4993537,1090411,1100317.0,17000000,125341.0,[]
7255,RPTNMLMKOHGGFGF38DA,新北市三重區環河北路二段２３６號九樓,25.08125,121.4993537,1090518,1100317.0,17250000,126582.0,[]
7256,RPPNMLMKOHGGFGF97DA,新北市三重區環河北路二段２４２號十二樓,25.0812563,121.49935,1090828,1100317.0,23900000,145560.0,[]
7257,RPUNMLPKOHGGFGF78DA,新北市三重區溪尾街４２之２號五樓,25.0769877,121.4906649,1100505,971209.0,12400000,103368.0,['三和國中']
7258,RPVNMLPKOHGGFGF88DA,新北市三重區環河北路二段２２２號四樓,25.0812353,121.4993623,1090115,1100317.0,11450000,123945.0,[]
7259,RPSOMLPKOHGGFGF68DA,新北市三重區分子尾街４０之１號二樓之一,25.0811242,121.4893733,1100411,850510.0,18500000,105872.0,[]
7260,RPUOMLPKOHGGFGF88DA,新北市蘆洲區民族路４２２巷２２號,25.092538,121.4740436,1100422,920125.0,15300000,111508.0,[]
7261,RPSTMLNJOHGGFGF88DA,新北市蘆洲區長樂路２３７巷２０號十一樓,25.0921724,121.4616391,1100428,1061213.0,51300000,150313.0,['蘆洲']
7262,RPPQMLSLNHGGFGF88DA,新北市三重區大同南路１６８號二十一樓,25.0574272,121.4966755,1100427,1090720.0,33200000,145484.0,[]
7263,RPSRMLQJNHGGFGF88DA,新北市三重區自強路四段７５巷１號,25.078889,121.4910277,1100413,660412.0,9200000,100000.0,[]
7264,RPUQMLLKOHGGFEF48DA,新北市淡水區新春街１４６之２號八樓,25.1814992,121.442015,1100508,1030423.0,12300000,63262.0,[]
7265,RPPSMLLKOHGGFEF18DA,新北市淡水區沙崙路一段１２６巷１３３號七樓,25.1886497,121.4321304,1100327,1060824.0,19780000,70935.0,[]
7266,RPPNMLMKOHGGFEF77DA,新北市淡水區濱海路二段２０２巷７１號十五樓,25.1924223,121.434981,1100108,1100119.0,9380000,58207.0,[]
7267,RPQNMLMKOHGGFEF87DA,新北市淡水區濱海路二段２０２巷７１號十九樓,25.1924223,121.434981,1090702,1100119.0,9670000,59979.0,[]
7268,RPRNMLMKOHGGFEF97DA,新北市淡水區濱海路二段２０２巷７７號二十一樓,25.1924308,121.4349825,1081213,1100119.0,11120000,59533.0,[]
7270,RPVPMLPKOHGGFEF88DA,新北市淡水區新民街２２２巷６號之２三樓,25.1803723,121.4366277,1100506,810123.0,4680000,68341.0,[]
7271,RPWSMLLKNHGGFEF78DA,新北市淡水區沙崙路一段１２６巷７３號十二樓,25.1888545,121.4322938,1100328,1060824.0,12900000,69777.0,[]
7272,RPROMLRKNHGGFEF48DA,新北市淡水區新市三路二段２５７號五樓,25.1956436,121.4367005,1100511,1070525.0,8400000,70423.0,[]
7273,RPWOMLTKMHGGFEF09DA,新北市淡水區濱海路三段５９３號二樓,25.192766,121.4211831,1100411,1080524.0,19000000,108480.0,[]
7274,RPTRMLQJMHGGFEF68DA,新北市淡水區新市三路二段３６１號十二樓,25.1956436,121.4367005,1100324,1080822.0,6480000,63225.0,[]
7276,RPPOMLPKOHGGFCF97DA,新北市新店區安德街４６巷１號五樓,24.9626456,121.5110202,1100513,1010629.0,9150000,78292.0,[]
7278,RPWOMLPKOHGGFCF68DA,新北市新店區黎明路８８號六樓,24.945087,121.5024074,1100525,801211.0,10500000,51225.0,[]
7279,RPUNMLNJOHGGFCF08DA,新北市新店區寶興路４５巷２弄６８號七樓,24.9732197,121.5502311,1100515,980922.0,22500000,140845.0,[]
7280,RPTOMLSLNHGGFCF68DA,新北市新店區華城路６２之１２號,24.9516395,121.5243726,1100421,1061215.0,55550000,161868.0,[]
7281,RPUOMLLKNHGGFCF97DA,新北市新店區新坡一街１８巷６弄１４號三樓,24.9609861,121.5496669,1100313,800624.0,10000000,56731.0,[]
7282,RPWNMLOKNHGGFCF38DA,新北市新店區安祥路１０４巷２５號,24.9634389,121.4818552,1100429,851226.0,17500000,76210.0,[]
7283,RPRNMLOJNHGGFCF77DA,新北市新店區北新路三段２９號三樓,24.9800326,121.5418592,1100227,680224.0,11851925,107054.0,['大坪林']
7284,RPXNMLQJNHGGFCF58DA,新北市新店區秀岡三街７巷１號,24.9145288,121.5042816,1100505,1070725.0,45620000,124959.0,[]
7287,RPWNMLPKOHGGFBF48DA,新北市新莊區民安路１８８巷８弄５號四樓之二十一,25.0235437,121.4247515,1100523,901219.0,5350000,115626.0,[]
7289,RPUOMLKKOHGGFBF87DA,新北市新莊區新莊路７８５巷１３號,25.0326315,121.4412884,1100520,750130.0,25700000,134134.0,[]
7290,RPVOMLKKOHGGFBF97DA,新北市新莊區新莊路７８５巷１３號,25.0326315,121.4412884,1100520,750130.0,25850000,133938.0,[]
7293,RPWNMLLKOHGGFBF08DA,新北市新莊區福壽街１１８巷１５號二樓,25.0510841,121.4584772,1100514,671221.0,7400000,108425.0,['幸福']
7294,RPUOMLOJOHGGFBF18DA,新北市新莊區西盛街１７０號九樓,25.019119,121.428014,1100430,800708.0,13000000,72597.0,[]
7295,RPPOMLLMNHGGFBF57DA,新北市新莊區中正路新旺巷２１號,25.0232545,121.4160366,1100412,700128.0,9300000,104365.0,[]
7297,RPOPMLRLNHGGFBF08DA,新北市新莊區昌明街１４巷７弄１０號,25.0535904,121.4569959,1100515,740517.0,9500000,107272.0,['幸福']
7298,RPUQMLRLNHGGFBF78DA,新北市新莊區昌德街１６７號十樓,25.0549296,121.4536651,1100509,1031112.0,13700000,130788.0,[]
7299,RPSPNLKLNHGGFBF87DA,新北市新莊區中正路６９４巷２４號,25.0288019,121.418244,1100418,730818.0,11000000,131894.0,['丹鳳']
7300,RPUQMLOKNHGGFBF38DA,新北市新莊區中央路６９６號七樓,25.0571729,121.4461222,1100427,1020415.0,28250000,129927.0,['新莊副都心']
7301,RPURMLMKNHGGFBF28DA,新北市新莊區中誠街７０巷４號三樓,25.0481954,121.4506689,1100425,650529.0,7300000,87519.0,[]
7302,RPRSMLSKNHGGFBF68DA,新北市新莊區中港路２８８巷３４號四樓,25.0446631,121.4540755,1100508,640118.0,6200000,100698.0,[]
7303,RPOONLPJNHGGFBF67DA,新北市新莊區化成路２６７巷５０號,25.0541429,121.464074,1100419,670829.0,38000000,170771.0,[]
7304,RPPNMLLKNHGGFBF27DA,新北市新莊區中港路６４８巷８弄１號五樓,25.0554275,121.4514276,1100511,701127.0,6600000,104745.0,[]
7305,RPQOMLQLMHGGFBF97DA,新北市新莊區雙鳳路７７巷６號四樓之一,25.0271804,121.4145643,1100421,1050914.0,24500000,102429.0,[]
7306,RPPOMLPKOHGGFAF77DA,新北市土城區延壽路７５巷２１弄９號四樓,24.9922117,121.469223,1100510,771210.0,11500000,89480.0,[]
7308,RPOPMLSJOHGGFAF97DA,新北市板橋區華江一路３７２號八樓,25.0334972,121.4681996,1080630,1100401.0,23860000,161018.0,[]
7309,RPOQMLRJOHGGFAF97DA,新北市板橋區國慶路２０６號四樓,24.9970465,121.4636438,1100523,831115.0,11700000,91794.0,[]
7310,RPROMLSJOHGGFAF18DA,新北市板橋區華江一路３７２號二十三樓,25.0334972,121.4681996,1080926,1100401.0,25160000,170268.0,[]
7311,RPOUMLNJOHGGFAF97DA,新北市板橋區新府路９２號十二樓,25.0109281,121.4650737,1100529,971119.0,8020000,211554.0,['板橋']
7313,RPXQMLKKOHGGFAF28DA,新北市板橋區漢生西路１６７之１號九樓,25.0235107,121.4633101,1100517,1090727.0,14730000,173649.0,['新埔民生']
7314,RPVTMLKKOHGGFAF38DA,新北市板橋區信義路１６３巷４號二樓,24.9923953,121.4592205,1100520,790904.0,35800000,65013.0,[]
7316,RPQSMLTJOHGGFAF58DA,新北市板橋區銘傳街７６巷２０號九樓,25.030946,121.470191,1100427,1060725.0,20000000,122684.0,['江子翠']
7317,RPSSMLTJOHGGFAF78DA,新北市板橋區銘傳街７６巷２２號九樓,25.0310166,121.4702107,1100427,1060725.0,20000000,126008.0,['江子翠']
7318,RPVSMLTJOHGGFAF09DA,新北市板橋區莒光路１５２號,25.0239094,121.4735209,1100420,960209.0,26600000,185780.0,[]
7319,RPXNMLLKOHGGFAF08DA,新北市板橋區華江一路３７３號四樓,25.0340056,121.4704588,1100516,1091007.0,13415000,120389.0,['江子翠']
7320,RPSOMLLKOHGGFAF67DA,新北市板橋區中正路２１６巷７號二樓,25.0185797,121.4562301,1100513,621228.0,7500000,119808.0,[]
7321,RPUQMLLKOHGGFAF08DA,新北市土城區中央路一段２６３號六樓,24.9853738,121.445085,1100527,820609.0,14800000,112036.0,['海山']
7322,RPRPMLRLNHGGFAF28DA,新北市土城區明德路二段１５９號九樓之一,24.982981,121.4480994,1100425,840303.0,8930000,123667.0,['海山']
7323,RPPNMLTLNHGGFAF08DA,新北市板橋區民族路１２９巷１２弄１７號七樓,25.00844,121.468506,1100326,1020114.0,25500000,144525.0,[]
7325,RPSSMLQLNHGGFAF58DA,新北市板橋區民生路三段６８號九樓之１,25.0258099,121.4672703,1100514,891009.0,21500000,184597.0,"['新埔民生', '新埔']"
7327,RPTRMLKLNHGGFAF97DA,新北市土城區延吉街２１６號四樓,24.9848163,121.4670559,1100419,811009.0,12000000,102258.0,[]
7328,RPOSMLKLNHGGFAF57DA,新北市板橋區民權路２０２巷１弄１７號,25.0146188,121.4588858,1100423,631014.0,13200000,204842.0,['板橋']
7329,RPWNMLLLNHGGFAF97DA,新北市板橋區國光路１７３巷６號四樓,25.018885,121.4605628,1100429,780809.0,12600000,102148.0,[]
7330,RPQPMLLLNHGGFAF57DA,新北市板橋區中正路８９巷３號四樓,25.014361,121.4560546,1100312,621027.0,12350000,113023.0,[]
7331,RPRSMLOLNHGGFAF28DA,新北市板橋區江寧路三段７１巷１６號二樓,25.0329435,121.4718585,1100510,780131.0,16000000,115665.0,['江子翠']
7332,RPTNMLKLNHGGFAF57DA,新北市板橋區文化路一段３６８號二十三樓之３,25.0228724,121.468079,1100426,990715.0,21780000,236638.0,"['新埔民生', '新埔']"
7333,RPTOMLSKNHGGFAF38DA,新北市板橋區金門街８２巷８號七樓,24.9928705,121.43278,1100428,991223.0,18580000,105797.0,[]
7334,RPQSMLMLMHGGFAF87DA,新北市板橋區介壽街５２號三樓,25.01958,121.4688665,1100410,620409.0,11300000,133491.0,['新埔']
7335,RPTTNLMLMHGGFAF38DA,新北市土城區日和街２３號二十五樓,24.9840393,121.4426315,1100421,1081120.0,29000000,141472.0,[]
7337,RPRQMLLLNHGGFAF77DA,新北市板橋區漢生東路１９３巷９５號四樓,25.0121731,121.473206,1100513,690915.0,9300000,126427.0,['板新']
7339,RPTPMLPLNHGGFAF28DA,新北市土城區學府路一段２５６巷２弄１號五樓,24.9847971,121.4511757,1100502,741016.0,7100000,90411.0,['海山']
7340,RPVNMLLJOHGGFAF77DA,新北市板橋區華江八路２６號七樓,25.0338393,121.4669516,1070609,1100401.0,20380000,139505.0,[]
7341,RPWNMLLJOHGGFAF87DA,新北市板橋區華江八路３８號六樓,25.0338393,121.4669516,1070426,1100401.0,18470000,131332.0,[]
7342,RPXNMLLJOHGGFAF97DA,新北市板橋區華江八路３０號二樓,25.0338393,121.4669516,1070518,1100401.0,9830000,121707.0,[]
7343,RPPOMLLJOHGGFAF27DA,新北市板橋區華江八路３８號二十樓,25.0338393,121.4669516,1070505,1100401.0,19200000,137783.0,[]
7344,RPQOMLLJOHGGFAF37DA,新北市板橋區華江八路２６號五樓,25.0338393,121.4669516,1080216,1100401.0,20000000,133433.0,[]
7345,RPVSMLRLNHGGFAF98DA,新北市板橋區中山路一段２號六樓之六,25.0072988,121.4596761,1100514,741111.0,13500000,120795.0,['府中']
7346,RPQOMLLKOHGGFAF47DA,新北市土城區福仁街５０巷３號五樓,24.9751497,121.43948,1100508,780114.0,10300000,92096.0,[]
7347,RPORMLKKOHGGFAF47DA,新北市板橋區藝文街２２３號七樓,25.0212564,121.4509556,1071120,1100325.0,20770000,89372.0,[]
7349,RPSNMLOJOHGGFAF77DA,新北市土城區學士路３３巷２之２號十四樓,24.9817225,121.4532619,1100525,1061226.0,24500000,166926.0,[]
7351,RPVUMLPKOHGGFAF98DA,新北市土城區福祥街１４號,24.979772,121.4408965,1100517,820717.0,16250000,178141.0,[]
7352,RPSOMLQKOHGGFAF18DA,新北市板橋區五權街３０巷１６號,24.9933019,121.464209,1100311,680209.0,12000000,146681.0,[]
7353,RPPPMLLKOHGGFAF47DA,新北市板橋區中正路１０８號十五樓,25.0155636,121.4568711,1100512,1050715.0,12600000,172414.0,[]
7354,RPQRMLLKOHGGFAF77DA,新北市板橋區新崑路１００號,24.9997312,121.4331927,1100427,1051124.0,13700000,114695.0,[]
7355,RPQPMLQKOHGGFAF08DA,新北市板橋區華江一路３９５號五樓,25.0334126,121.4679262,1061116,1091007.0,14200000,126106.0,[]
7356,RPRNMLRKOHGGFAF08DA,新北市土城區裕華街３６號十樓,24.99005,121.446944,1100501,1080625.0,10550000,116514.0,[]
7357,RPQNMLRJNHGGFBF87DA,新北市新莊區民安西路３９２之２號九樓,25.0102989,121.4284114,1100403,950825.0,11100000,98930.0,[]
7358,RPQRMLOKNHGGFBF08DA,新北市新莊區中港路４６２號,25.0512521,121.4519133,1100429,840805.0,11520000,112445.0,[]
7359,RPPPMLNLNHGGFBF77DA,新北市新莊區昌平街８２巷３４號五樓,25.0537121,121.456055,1100523,820410.0,9880000,119266.0,[]
7360,RPOPMLOLNHGGFBF77DA,新北市新莊區民安西路２８３號五樓,25.0123051,121.4265002,1100514,701125.0,6980000,85982.0,[]
7362,RPQRMLLJOHGGFBF77DA,新北市新莊區雙鳳路１５１號八樓,25.027223,121.4129735,1100511,821214.0,9500000,85601.0,[]
7363,RPTQMLLMNHGGFBF18DA,新北市新莊區自立街２２４號二樓,25.0453966,121.4574352,1100326,680908.0,3510000,43500.0,[]
7364,SPTQMLLMNHGGFBF28DA,新北市新莊區自立街２１４巷９弄５號二樓,25.0450835,121.4575464,1100326,680908.0,10920000,77447.0,[]
7365,RPTSMLOJOHGGFBF48DA,新北市新莊區福前街６３巷１８號九樓,25.0539796,121.4629897,1100327,1050725.0,20000000,150288.0,['幸福']
7366,RPRPMLOJOHGGFBF97DA,新北市新莊區豐盛二街１６號,25.0002421,121.4322589,1100424,1060804.0,25860000,107234.0,[]
7368,RPWUMLPKOHGGFBF56DA,新北市新莊區五權二路２６號六樓之四,25.0683166,121.4591265,1100415,791122.0,57000000,75820.0,[]
7370,RPSVNLQKOHGGFBF09DA,新北市新莊區榮華路二段１０３號十樓,25.0556849,121.4475421,1100405,1081216.0,12970000,145232.0,[]
7371,RPQQMLRKOHGGFBF38DA,新北市新莊區中榮街５６巷１之６號十樓,25.0530755,121.4490481,1100310,890118.0,8500000,78624.0,[]
7373,RPOOMLSLMHGGFCF08DA,新北市新店區檳榔路８６巷２號,24.9629896,121.5429342,1100228,670531.0,10500000,155302.0,[]
7374,RPVNMLOKNHGGFCF28DA,新北市新店區秀岡三街１號,24.9145288,121.5042816,1100513,1070712.0,33000000,112009.0,[]
7375,RPUPMLOKNHGGFCF38DA,新北市新店區北新路三段２０７－１號二樓,24.9848767,121.5399642,1100430,910523.0,68685000,114452.0,['大坪林']
7376,RPTRMLPLNHGGFCF68DA,新北市新店區中央二街１６號四樓,24.9732116,121.5287708,1100411,720827.0,14000000,123402.0,['小碧潭']
7377,RPTPMLLLNHGGFCF08DA,新北市新店區寶橋路８５巷７２號十一樓,24.9766355,121.545327,1100410,1021018.0,38000000,206901.0,['七張']
7378,RPUOMLSLNHGGFCF78DA,新北市新店區中正路７００巷２３號十六樓,24.9915648,121.5345016,1100511,890225.0,18300000,107508.0,[]
7379,RPSNMLLJOHGGFCF67DA,新北市新店區北新路一段９６巷２１號十七樓,24.9689354,121.5427941,1100515,1010130.0,75400000,157323.0,['新店區公所']
7380,RPQNMLNJOHGGFCF67DA,新北市新店區中興路二段３１巷８號二樓,24.970184,121.545702,1100601,1071206.0,10590000,162673.0,[]
7381,SPQNMLNJOHGGFCF77DA,新北市新店區中興路二段３１巷８號三樓,24.970184,121.545702,1100601,1071206.0,10690000,164209.0,[]
7382,TPQNMLNJOHGGFCF87DA,新北市新店區中興路二段３１巷８號四樓,24.970184,121.545702,1100601,1071206.0,10590000,162673.0,[]
7383,UPQNMLNJOHGGFCF97DA,新北市新店區中興路二段３１巷８號十樓,24.970184,121.545702,1100601,1071206.0,11280000,173272.0,[]
7384,VPQNMLNJOHGGFCF08DA,新北市新店區中興路二段３１巷８號十二樓,24.970184,121.545702,1100601,1071206.0,11430000,176009.0,[]
7385,WPQNMLNJOHGGFCF18DA,新北市新店區中興路二段３１巷８號十四樓,24.970184,121.545702,1100601,1071206.0,11590000,178472.0,[]
7386,XPQNMLNJOHGGFCF28DA,新北市新店區中興路二段３１巷１０號二樓,24.9700417,121.5455442,1100601,1071206.0,13000000,167181.0,[]
7387,YPQNMLNJOHGGFCF38DA,新北市新店區中興路二段３１巷１６號二樓,24.9700417,121.5455442,1100601,1071206.0,22350000,167160.0,[]
7388,ZPQNMLNJOHGGFCF48DA,新北市新店區中興路二段３１巷１８號二樓,24.969772,121.545912,1100601,1071206.0,10990000,168817.0,[]
7389,RPPPMLPKOHGGFCF08DA,新北市新店區安民街１５６巷１６號十二樓,24.9700695,121.5167713,1100524,1020508.0,14000000,116424.0,[]
7390,RPTOMLPKOHGGFCF38DA,新北市新店區達觀路８巷２號十一樓之二,24.9432565,121.5047481,1100424,850627.0,6800000,59105.0,[]
7391,RPSNMLPKOHGGFCF18DA,新北市新店區新坡一街７９號七樓,24.964963,121.5477502,1100529,860516.0,10500000,98444.0,[]
7392,RPTOMLQKOHGGFCF48DA,新北市新店區中興路二段１７５號二十樓,24.9732481,121.5477563,1100528,1060324.0,33500000,148849.0,[]
7393,RPQQMLOLNHGGFEF38DA,新北市淡水區自強路１０號五樓,25.1247698,121.4645338,1100520,961119.0,7390000,88790.0,['關渡']
7394,RPWQMLLLNHGGFEF68DA,新北市淡水區中正東路二段８３號二十一樓,25.1536754,121.4598606,1100506,920922.0,12000000,114275.0,['紅樹林']
7395,RPQNMLNLNHGGFEF97DA,新北市淡水區民權路１８７巷３０弄９號七樓,25.133697,121.4599266,1100520,880629.0,11250000,91434.0,['竹圍']
7396,RPPPMLRJOHGGFEF38DA,新北市淡水區沙崙路一段５５號十樓,25.1873183,121.4289825,1100520,1080306.0,7900000,72977.0,[]
7397,RPPVMLNJOHGGFEF58DA,新北市淡水區水源街二段９２巷１１之２號三樓之１,25.1735341,121.4522275,1100415,981125.0,4390000,82117.0,[]
7398,RPRPMLRJOHGGFEF58DA,新北市淡水區沙崙路一段１５號四樓,25.1873183,121.4289825,1100417,1080306.0,9960000,71139.0,[]
7399,RPSPMLRJOHGGFEF68DA,新北市淡水區沙崙路一段２３號十九樓,25.1873183,121.4289825,1100423,1080306.0,13200000,82679.0,[]
7400,RPQRMLLMNHGGFEF28DA,新北市淡水區沙崙路一段１３５號二十樓,25.1889765,121.4302467,1100425,1080306.0,12180000,88129.0,[]
7401,RPORMLSLNHGGFEF68DA,新北市淡水區沙崙路一段１３３號二十一樓,25.1889765,121.4302467,1100509,1080306.0,13960000,89387.0,[]
7402,RPPRMLQKOHGGFEF58DA,新北市淡水區八勢路１５號十六樓,25.1535189,121.4608615,1100115,1070207.0,25210000,111911.0,['紅樹林']
7403,RPWQMLLKOHGGFEF68DA,新北市淡水區中正路二段４８之１號二十四樓,25.1833673,121.4195168,1100524,1061026.0,7500000,124523.0,[]
7404,RPQRMLLKOHGGFEF18DA,新北市淡水區新市三路一段６０號十六樓,25.1988314,121.4257509,1100307,1080222.0,8750000,82206.0,[]
7405,RPTRMLLKOHGGFEF48DA,新北市淡水區新市三路一段８６號十二樓,25.1987903,121.4258572,1100510,1080222.0,8650000,80164.0,[]
7406,RPURMLLKOHGGFEF58DA,新北市淡水區新市三路一段１２０號二十樓,25.1985815,121.4255749,1100519,1080222.0,11680000,85932.0,[]
7407,RPVRMLLKOHGGFEF68DA,新北市淡水區新市三路一段１２８號三樓,25.1987239,121.4260288,1100429,1080222.0,10450000,76435.0,[]
7408,RPWOMLRKOHGGFEF09DA,新北市淡水區濱海路二段２０２巷１弄２號,25.1907991,121.4342781,1081129,1090922.0,10660000,83143.0,[]
7409,RPURMLQKOHGGFEF09DA,新北市淡水區中正路二段４０號十五樓,25.1832761,121.419538,1100511,1061026.0,13280000,97892.0,[]
7410,RPPOMLPKOHGGFGF38DA,新北市三重區光興街３６號四樓,25.0597039,121.497288,1100514,690721.0,10400000,95413.0,[]
7411,RPRPMLKKOHGGFGF18DA,新北市蘆洲區長興路１５８巷５號,25.0858411,121.4620567,1100407,951215.0,40300000,133074.0,[]
7413,RPXTMLSJOHGGFGF27DA,新北市蘆洲區長安街１０２巷６３之１號五樓,25.082145,121.462584,1100511,950420.0,10250000,93148.0,[]
7414,RPUWMLPKOHGGFGF07DA,新北市蘆洲區中正路５９號十二樓,25.0828953,121.4706707,1100502,1050726.0,21700000,138322.0,['三民高中']
7415,RPTOMLQKOHGGFGF88DA,新北市蘆洲區永樂街５２號十三樓之一,25.0885099,121.4575641,1100503,831006.0,10880000,92619.0,[]
7416,RPORMLRKOHGGFGF78DA,新北市蘆洲區長安街１３１巷２５號六樓,25.0806191,121.4600162,1100501,790810.0,13980000,98216.0,[]
7417,RPSSMLPLNHGGFHF56DA,新北市中和區華安街１６巷９號二樓,24.9977554,121.466119,1100509,850926.0,10000000,124533.0,[]
7418,RPVPNLLLNHGGFHF88DA,新北市中和區中原街１１０號十一樓,25.0102057,121.4867344,1100407,1091202.0,20450000,143183.0,['中原']
7419,RPVPMLLLNHGGFHF78DA,新北市中和區華福街４２巷１弄８號,24.9963877,121.4667719,1100421,670421.0,13900000,176262.0,[]
7420,RPSSMLSKNHGGFHF76DA,新北市中和區中原街１４２號九樓,25.0116711,121.4852521,1100501,1051102.0,39800000,135528.0,['中原']
7421,RPXRMLOKNHGGFHF76DA,新北市中和區景平路６０１號六樓之十七,25.0011322,121.4966279,1100509,921125.0,9400000,157217.0,['中和']
7422,RPXSMLRKNHGGFHF17DA,新北市中和區中山路二段４９５號五樓,25.0048329,121.4825178,1100507,720919.0,7400000,79940.0,['中原']
7423,RPQNMLTLNHGGFHF88DA,新北市中和區中原街１０２號十六樓,25.0099939,121.4870684,1100416,1091202.0,18580000,153252.0,['中原']
7424,RPRNMLTLNHGGFHF98DA,新北市中和區中原街１０８號十八樓,25.0101528,121.4868179,1100129,1091202.0,18000000,150334.0,['中原']
7425,RPSNMLTLNHGGFHF09DA,新北市中和區中原街１００號二十二樓,25.0106818,121.4864991,1100428,1091202.0,21880000,154341.0,['中原']
7426,RPRRMLRLNHGGFHF56DA,新北市中和區中原街１２２號十九樓,25.0106535,121.4863337,1100416,1091202.0,18250000,149655.0,['中原']
7427,RPXQMLRLNHGGFHF07DA,新北市中和區中原街１１８號二十三樓,25.0104175,121.4864004,1100410,1091202.0,18500000,152960.0,['中原']
7428,RPORMLOJOHGGFHF48DA,新北市永和區仁愛路３０６巷１８弄１１號八樓,25.0092117,121.5031553,1100503,980113.0,16880000,192452.0,[]
7429,RPUQMLNJOHGGFHF88DA,新北市永和區中正路６１８號四樓,25.0077106,121.5170612,1100228,1041014.0,12400000,176714.0,[]
7430,RPOQMLLKOHGGFHF18DA,新北市永和區保安路７５號二樓,25.0148655,121.5087335,1100425,830401.0,14100000,125233.0,[]
7432,RPWQMLKKOHGGFHF88DA,新北市永和區民有街２１巷９弄３號四樓,24.9976188,121.5172693,1100513,660705.0,3500000,49730.0,[]
7433,RPQQMLKKOHGGFHF28DA,新北市中和區宜安路１巷３０弄６號四樓,24.9941017,121.512076,1100402,630810.0,11500000,131911.0,[]
7434,RPWOMLKKOHGGFHF68DA,新北市中和區圓通路３６７巷３３弄１３４號,24.9846032,121.4966391,1100530,980806.0,14150000,97613.0,[]
7435,RPXQMLPKOHGGFHF86DA,新北市中和區中山路三段３２巷１弄１２號二樓,25.0064419,121.4784923,1100417,690116.0,8500000,98711.0,[]
7436,RPSPMLQKOHGGFHF98DA,新北市中和區中和路４０巷１２號四樓,25.0013413,121.4995319,1100518,590718.0,8150000,122409.0,['中和']
7437,RPUPMLQKOHGGFHF56DA,新北市中和區民安街４巷１號三樓,25.0010257,121.4805997,1100429,651013.0,7600000,99724.0,[]
7438,RPPSMLQKOHGGFHF98DA,新北市中和區景平路４０８號五樓,24.993259,121.5086675,1100107,690530.0,10000000,127113.0,"['南勢角', '景安']"
7439,RPRSMLQKOHGGFHF56DA,新北市永和區中正路４５５號四樓之四,25.0056671,121.516985,1100426,670313.0,10900000,107814.0,[]
7440,RPQPMLRKOHGGFHF88DA,新北市中和區民利街７號二樓,24.9990285,121.4807768,1100515,670922.0,8500000,92643.0,[]
7441,RPXRMLQKMHGGFHF86DA,新北市中和區中山路二段３０３號九樓之十九,25.002138,121.4951396,1100406,970114.0,8000000,155491.0,['中和']
7442,RPQNMLQKOHGGFAF97EA,新北市板橋區文化路一段３１１之５號三樓,25.0206846,121.4654814,1100413,891127.0,11500000,197109.0,['新埔']
7443,RPSSMLQKOHGGFAF68EA,新北市板橋區藝文街２０７號十樓,25.0212564,121.4509556,1100417,1100325.0,9320000,143783.0,[]
7444,RPQNMLPKOHGGFAF87EA,新北市板橋區文化路一段１８８巷１５號八樓,25.0194208,121.4667978,1100528,1061221.0,34300000,152370.0,[]
7445,RPXUMLPKOHGGFBF76EA,新北市新莊區中正路８９３巷１０６號四樓,25.0204691,121.4143547,1100507,981125.0,13400000,95374.0,['迴龍']
7446,RPTWMLPKOHGGFBF56EA,新北市新莊區中平路３７７巷１７弄２８號十一樓,25.0520688,121.4430898,1100522,930607.0,11680000,124044.0,[]
7447,RPPPMLQKOHGGFBF18EA,新北市新莊區中正路新生巷５６號二樓,25.02308,121.417367,1100414,681222.0,4000000,45045.0,[]
7448,RPVUMLQKOHGGFBF66EA,新北市新莊區青山路一段４８巷８號,25.0279248,121.4101058,1100424,790809.0,11200000,56968.0,[]
7449,RPWUMLQKOHGGFBF76EA,新北市新莊區思源路４７９號六樓,25.0542073,121.4594921,1100518,890821.0,16600000,99658.0,['幸福']
7450,RPSUMLQKOHGGFBF98EA,新北市新莊區公園一路１１２號三樓之一,25.0376794,121.4444127,1100326,990317.0,32980000,111869.0,[]
7451,RPTUMLQKOHGGFBF09EA,新北市新莊區福美街６２巷６號十八樓,25.0551117,121.4631036,1100325,1031120.0,58500000,158424.0,[]
7452,RPPUMLQKOHGGFBF68EA,新北市新莊區中德路４６號十三樓,25.0580591,121.4497619,1100425,1070626.0,15760000,133781.0,[]
7453,RPQUMLQKOHGGFBF78EA,新北市新莊區新莊路５６５巷５之１號,25.0328503,121.4470885,1100513,610924.0,11500000,145570.0,[]
