,編號,土地位置建物門牌,Latitude,Longitude,交易年月日,建築完成年月,總價元,單價元平方公尺,st_range
595,RPVPMLPKKIGGFCA87DA,臺北市內湖區環山路一段１３６巷１５號四樓,25.0870971,121.5688265,1101016,690131.0,15420000,164340.0,[]
596,RPXOMLPKKIGGFCA97DA,臺北市中山區新生北路一段４１號,25.0477058,121.5305216,1101014,730721.0,34000000,232399.0,[]
597,RPXQMLOKKIGGFCA08DA,臺北市中山區新生北路一段９之１號,25.0463095,121.5324788,1101019,570614.0,18200000,231170.0,['忠孝新生']
598,RPOPMLOKKIGGFCA07DA,臺北市中山區雙城街１９巷８號七樓之１１,25.0652457,121.524916,1101114,970312.0,8650000,254412.0,['中山國小']
599,RPTOMLNKKIGGFCA37DA,臺北市內湖區金龍路１３巷２０號二樓,25.085151,121.595582,1101103,750719.0,10400000,112202.0,['內湖']
600,RPUPMLNKKIGGFCA57DA,臺北市中山區建國北路三段１１３巷５號二樓,25.0667087,121.5360876,1101101,690816.0,19000000,183080.0,[]
602,RPUQMLMJKIGGFCA47DA,臺北市中山區民族東路１９６號三樓,25.0681775,121.5308797,1100421,611121.0,15400000,166199.0,[]
604,RPUPMLSKJIGGFCA97DA,臺北市中山區中山北路二段６５巷８號,25.057031,121.523922,1101029,761020.0,32500000,206166.0,['雙連']
605,RPSPMLOLJIGGFCA47DA,臺北市內湖區星雲街１６８巷４３號十樓之６,25.0799896,121.5973661,1101018,860124.0,9250000,228734.0,[]
606,RPQPMLTLJIGGFCA77DA,臺北市內湖區文湖街２１巷８２弄９號九樓,25.0887469,121.56042,1101113,821230.0,27100000,188719.0,[]
607,RPUOMLQKKIGGFBA67DA,臺北市萬華區環河南路一段１１１號四樓,25.0431427,121.5007283,1101021,1031107.0,32500000,141464.0,[]
608,RPVOMLQKKIGGFBA77DA,臺北市萬華區東園街７３巷３５號三樓,25.0263973,121.4973676,1101117,660402.0,13700000,125723.0,[]
609,RPSOMLPKKIGGFBA37DA,臺北市中正區延平南路１５２號十一樓之１,25.0386574,121.508588,1101126,1080723.0,78600000,293876.0,"['小南門', '西門']"
610,RPOOMLQKKIGGFBA07DA,臺北市萬華區環河南路二段３０８號六樓,25.031113,121.490318,1101103,750113.0,17400000,122397.0,[]
611,RPPOMLQKKIGGFBA17DA,臺北市萬華區莒光路２９９巷１號二樓,25.0308977,121.4992445,1100920,730519.0,18000000,191002.0,['龍山寺']
612,RPQOMLQKKIGGFBA27DA,臺北市萬華區西園路二段８１巷７號七樓,25.0304671,121.4972267,1101102,1090721.0,25200000,209377.0,[]
613,RPVOMLNKKIGGFBA47DA,臺北市萬華區西園路一段１３６巷１６弄６號,25.0376626,121.4991056,1101130,750109.0,7000000,115056.0,['龍山寺']
615,RPOOMLMJKIGGFBA56DA,臺北市萬華區隆昌街１２１號二樓,25.040987,121.502775,1101127,640903.0,8880000,135366.0,[]
616,RPROMLKMJIGGFBA86DA,臺北市萬華區桂林路２６號十四樓之３,25.0375835,121.5052812,1101018,1030805.0,28280000,210542.0,[]
617,RPWOMLPKJIGGFBA67DA,臺北市中正區延平南路１５２號四樓,25.0386574,121.508588,1101116,1080723.0,67710000,280666.0,"['小南門', '西門']"
618,RPUPMLTLJIGGFBA08DA,臺北市萬華區萬大路４２３巷３２弄１號二樓,25.0210072,121.5004429,1101113,870824.0,21000000,138431.0,[]
619,RPSNMLMJJIGGFBA76DA,臺北市萬華區昆明街２０１巷１７號四樓之２,25.038968,121.5048798,1101030,1030618.0,19050000,196818.0,['西門']
620,RPQPMLPKKIGGFAA17DA,臺北市文山區辛亥路四段２１巷２０號十三樓之１,25.0091902,121.5593131,1101210,840801.0,24066666,124388.0,['辛亥']
621,RPVNMLQKKIGGFAA57DA,臺北市中正區水源路１２７號九樓,25.0217222,121.5173768,1101108,680309.0,10000000,154967.0,[]
622,RPWNMLQKKIGGFAA67DA,臺北市文山區興隆路三段２０７巷１４弄１３號四樓,24.9943213,121.5617504,1101119,730830.0,9700000,104978.0,[]
623,RPOOMLKKKIGGFAA98DA,臺北市文山區秀明路二段１１５巷３號十七樓,24.9913084,121.5770302,1100814,860610.0,27000000,139564.0,[]
624,RPVOMLOKKIGGFAA47DA,臺北市中正區林森南路１３７號八樓之２,25.0331131,121.5185169,1101121,891103.0,15000000,284738.0,['中正紀念堂']
625,RPTNMLSJKIGGFAA47DA,臺北市文山區景豐街５２號地下之８,25.0003895,121.5459703,1101127,831227.0,5050000,95193.0,[]
627,RPOOMLPKJIGGFAA76DA,臺北市文山區興隆路二段１９６號五樓,25.0016381,121.5519339,1101108,710217.0,20500000,127029.0,[]
628,RPVNMLOLJIGGFAA37DA,臺北市文山區萬芳路２０號八樓之１,24.9958957,121.5703675,1101113,940128.0,13980000,183272.0,"['木柵', '萬芳社區']"
629,RPPOMLPLJIGGFAA96DA,臺北市文山區光輝路８１巷２弄３號二樓,24.9854578,121.5571603,1101107,651209.0,16000000,130484.0,[]
631,RPWNMLRKKIGGFAA77DA,臺北市中正區同安街２０號三樓,25.0250649,121.522357,1101115,1001110.0,31200000,232096.0,['古亭']
632,RPROMLRKKIGGFAA37DA,臺北市文山區忠順街二段３４號四樓,24.984769,121.563886,1100902,730712.0,12400000,117826.0,[]
633,RPTNMLNLJIGGFBA17DA,臺北市中正區濟南路二段１５號六樓,25.0413376,121.5276597,1101115,960129.0,12900000,271008.0,[]
634,RPWPMLRJKIGGFBA97DA,臺北市萬華區西園路二段２５９號五樓,25.0257255,121.4927323,1101116,661019.0,11000000,142192.0,[]
635,RPSPMLRJKIGGFBA57DA,臺北市萬華區長順街１４巷２９弄１０號,25.0310804,121.4894451,1101012,610408.0,10900000,142932.0,[]
636,RPTNMLRKKIGGFBA57DA,臺北市大同區迪化街二段１２８號二樓,25.0661646,121.5095412,1101112,720623.0,15500000,135537.0,['大橋頭']
637,RPUNMLRKKIGGFBA67DA,臺北市萬華區長沙街二段８８號九樓,25.040367,121.5049,1101203,950127.0,36000000,192823.0,['西門']
638,RPWNMLRKKIGGFBA87DA,臺北市萬華區萬大路４２３巷５２號十二樓之２,25.0212016,121.500486,1101206,970103.0,29500000,155837.0,[]
639,RPPPMLQKKIGGFBA27DA,臺北市萬華區中華路二段４２２號四樓之１,25.0276456,121.5060378,1101112,800102.0,25000000,163388.0,[]
641,RPPOMLKLKIGGFBA66DA,臺北市萬華區國興路１巷４號十二樓之１,25.0241719,121.508512,1101125,710702.0,7900000,77634.0,[]
642,RPSOMLLLKIGGFBA07DA,臺北市中正區武昌街一段７７號七樓之１,25.0443567,121.5095664,1101127,710111.0,5000000,101543.0,['西門']
643,RPVNMLNKKIGGFBA37DA,臺北市中正區忠孝西路一段７２號九樓之１４,25.0468467,121.5140091,1101202,660307.0,15620000,196602.0,"['台北車站', '北門']"
644,RPWOMLQKKIGGFBA87DA,臺北市大同區南京西路２８８號七樓之１５,25.053927,121.513958,1101107,1011214.0,52590000,248110.0,[]
645,RPRNMLOLJIGGFCA17DA,臺北市中山區龍江路２９５巷９之１號,25.0607698,121.5415451,1101009,590412.0,17600000,257913.0,['中山國中']
646,RPPOMLQLJIGGFCA27DA,臺北市中山區撫順街１６號八樓,25.0634881,121.5203384,1101109,810125.0,11000000,202840.0,['民權西路']
647,RPQOMLMLJIGGFCA96DA,臺北市內湖區環山路二段１０９巷４號,25.0841257,121.575978,1101112,700128.0,20500000,211449.0,['港墘']
648,RPUQMLLJKIGGFCA37DA,臺北市內湖區內湖路三段５９巷７弄７號五樓,25.0859396,121.5916214,1101114,680717.0,8000000,163066.0,['內湖']
649,RPROMLLJKIGGFCA86DA,臺北市中山區農安街２２７巷３弄２３之１號,25.0652777,121.5349114,1101105,720829.0,30500000,208381.0,[]
650,RPQNMLQJKIGGFCA17DA,臺北市內湖區瑞光路７６巷３２號等,25.0706868,121.580617,1101129,881108.0,801000000,112239.0,[]
651,RPRQMLOKKIGGFCA47DA,臺北市內湖區麗山街１０５巷２３號六樓,25.0828568,121.5794764,1101112,1070522.0,61000000,219024.0,[]
652,RPTRMLOKKIGGFCA77DA,臺北市中山區長安東路二段６５號六樓,25.0485749,121.5338023,1101025,680609.0,27250000,203146.0,['松江南京']
653,RPSOMLPKKIGGFCA47DA,臺北市內湖區康寧路三段２６５巷１４號,25.066336,121.611875,1101019,830505.0,29600000,160878.0,['東湖']
654,RPUNMLSJKIGGFCA77DA,臺北市內湖區民權東路六段２９６巷１１５號四樓,25.0698431,121.6091509,1101117,830509.0,29280000,187332.0,"['東湖', '葫洲']"
655,RPRRMLKKKIGGFCA17DA,臺北市中山區建國北路三段１７５號三樓,25.0679634,121.534012,1101110,740515.0,18750000,175365.0,[]
656,RPTOMLKKKIGGFCA07DA,臺北市內湖區新明路３５３號三樓之１０,25.0559849,121.5828536,1101126,980403.0,16680000,117465.0,[]
657,RPPRMLMJJIGGFCA96DA,臺北市中山區林森北路１３０號十樓,25.0513003,121.5250422,1100530,680309.0,37500000,193808.0,['中山']
658,RPXNMLRKKIGGFCA08DA,臺北市中山區農安街６號十一樓之７,25.0647149,121.5234977,1101201,980622.0,10560000,165388.0,"['民權西路', '中山國小']"
660,RPQOMLKLKIGGFCA86DA,臺北市內湖區文德路２１０巷３０弄６號十一樓之２,25.0772622,121.5843298,1101116,990324.0,12600000,207612.0,['文德']
661,RPSRMLQKKIGGFCA87DA,臺北市內湖區潭美街５３３號二十三樓,25.0607079,121.5987525,1101210,1100720.0,605898660,142431.0,[]
662,RPSNMLRKKIGGFCA57DA,臺北市中山區中山北路二段６２巷３５號四樓,25.056755,121.520934,1101106,1070726.0,13200000,290877.0,"['雙連', '中山']"
663,RPWQMLQKKIGGFCA18DA,臺北市內湖區環山路一段５９巷３弄１０號四樓,25.0858989,121.5675801,1101017,681109.0,22000000,166578.0,['西湖']
665,RPUNMLRKKIGGFDA87DA,臺北市松山區新東街１２巷４３號三樓,25.058019,121.5688136,1101102,660608.0,16000000,225606.0,[]
666,RPVNMLRKKIGGFDA97DA,臺北市信義區信義路五段９１巷２１號六樓,25.0340716,121.5719188,1101007,980825.0,133200000,407128.0,['象山']
667,RPWNMLRKKIGGFDA08DA,臺北市松山區光復南路４５巷１８號四樓,25.0461429,121.5587666,1101114,720802.0,28300000,209645.0,[]
668,RPWRMLPKKIGGFDA28DA,臺北市松山區民生東路五段１４６號九樓之１,25.0584727,121.5620303,1101203,690521.0,32280000,247129.0,[]
669,RPVNMLQKKIGGFDA87DA,臺北市松山區八德路四段３８９巷１０號三樓,25.0497899,121.5685479,1101025,720516.0,13000000,183047.0,['南京三民']
670,RPPPMLRKKIGGFDA57DA,臺北市松山區民生東路五段２７號三樓,25.0585926,121.5563347,1101112,1060823.0,19600000,322740.0,[]
671,RPVOMLMJJIGGFDA37DA,臺北市信義區松山路２０４巷１６號八樓,25.0449361,121.5774129,1101102,760713.0,7550000,58283.0,['永春']
672,RPXOMLQJKIGGFDA08DA,臺北市南港區經貿二路２３５巷５７號二樓,25.0618281,121.6161745,1101117,990409.0,47580000,221436.0,['南港軟體園區']
673,RPRNMLKMJIGGFDA96DA,臺北市南港區研究院路三段６８巷３０號二樓,25.0355919,121.613748,1101018,701202.0,10250000,105409.0,[]
674,RPPSMLTLJIGGFDA08DA,臺北市信義區信義路五段１５０巷３５５號十三樓,25.025658,121.5703386,1101106,940614.0,38000000,256809.0,[]
675,RPUPMLKMJIGGFDA47DA,臺北市松山區延壽街４０巷１號,25.0568269,121.5677864,1101107,950524.0,29700000,182938.0,[]
676,RPQOMLMJKIGGFDA96DA,臺北市信義區信義路六段８２號三樓,25.0353539,121.577134,1101122,640623.0,21980000,208935.0,[]
677,RPWNMLTJKIGGFEA28DA,臺北市北投區明德路１３６巷１１之１號二樓,25.1098606,121.5213287,1101010,690208.0,19800000,173092.0,['明德']
678,RPUPMLTJKIGGFEA28DA,臺北市北投區明德路２８９巷１０號五樓,25.1147743,121.5215787,1101107,750402.0,15000000,133523.0,[]
679,RPXNMLKKKIGGFEA57DA,臺北市北投區尊賢街３０２巷２６之１號三樓,25.1180461,121.5081515,1101130,650525.0,15900000,169691.0,['唭哩岸']
680,RPWNMLRKKIGGFEA18DA,臺北市士林區中山北路六段１５７巷１１號十一樓之２,25.1068431,121.5238741,1101021,971002.0,32500000,223567.0,['芝山']
681,RPTPMLRKKIGGFEA08DA,臺北市北投區中央南路二段１２之２７號五樓,25.1271554,121.5001587,1101121,1040828.0,16000000,120819.0,['奇岩']
682,RPXPMLPKKIGGFEA28DA,臺北市士林區基河路１９號八樓,25.0871411,121.5245692,1101106,1041104.0,83380000,246810.0,['劍潭']
683,RPSNMLQKKIGGFEA67DA,臺北市北投區吉利街２５３號四樓,25.1186748,121.5101649,1101118,651111.0,15300000,150739.0,['唭哩岸']
684,RPWOMLQKKIGGFEA18DA,臺北市士林區延平北路五段１６３巷３５弄２４之１號四樓,25.0818949,121.5088568,1101205,720902.0,8000000,129450.0,[]
685,RPRPMLQKKIGGFEA77DA,臺北市士林區大南路３３１號三樓之１,25.0889294,121.5175468,1100903,961205.0,25700000,181453.0,[]
686,RPPPMLQLJIGGFEA57DA,臺北市士林區天母東路６１巷８號四樓,25.1185971,121.5339561,1100923,700722.0,19200000,145224.0,[]
687,RPSOMLPLJIGGFEA67DA,臺北市士林區中山北路六段１９５巷１８弄４之２號,25.1081609,121.5236701,1100821,640222.0,23000000,293742.0,[]
688,RPSQMLOLJIGGFEA77DA,臺北市士林區中山北路五段６９８巷２７號四樓,25.0975219,121.528675,1100927,691017.0,15680000,209514.0,[]
689,RPVOMLNLJIGGFEA77DA,臺北市北投區文林北路１３６號二十四樓,25.1063728,121.516647,1101019,1060220.0,100000000,271699.0,['明德']
690,RPXNMLNLJIGGFEA87DA,臺北市北投區光明路２００號十二樓之１５,25.1358781,121.5035939,1101118,940322.0,6100000,147485.0,['新北投']
691,RPSNMLRKJIGGFEA67DA,臺北市北投區崇仰一路５之５號八樓,25.1255276,121.5102907,1101108,860819.0,25250000,131950.0,[]
692,RPWOMLLJKIGGFEA57DA,臺北市北投區溫泉路１４３之１３號二樓,25.1404521,121.5132792,1101115,780214.0,6160000,83288.0,[]
693,RPOPMLLJKIGGFEA86DA,臺北市北投區泉源路３９之４３號二樓,25.141508,121.5071767,1101017,740117.0,5400000,94472.0,[]
694,RPUOMLKLIIGGFEA27DA,臺北市北投區大興街９巷２４號三樓,25.130615,121.497807,1100822,720112.0,17700000,159993.0,['北投']
695,RPPNMLLLIIGGFEA76DA,臺北市士林區社中街４０４號,25.092112,121.5030022,1101025,600203.0,32500000,134342.0,[]
696,RPRPMLPLIIGGFEA57DA,臺北市北投區致遠一路二段７１巷８號一樓,25.1124864,121.5127386,1100821,710827.0,23500000,233622.0,['石牌']
697,RPVOMLKMJIGGFFA67DA,臺北市大安區敦化南路一段１３８號八樓之２,25.0444267,121.5483734,1101114,1090909.0,82180000,395514.0,['忠孝敦化']
698,RPXOMLPKKIGGFFA28DA,臺北市大安區泰順街４５號四樓之１０,25.0226946,121.5312946,1101127,870625.0,7300000,267890.0,['台電大樓']
700,RPOOMLKLKIGGFFA96DA,臺北市大安區金山南路二段１５６巷２５號,25.0288612,121.5249473,1101130,740827.0,21590000,159843.0,['古亭']
701,RPSOMLRKKIGGFAA57EA,臺北市中正區三元街２３８號十一樓,25.0273258,121.5131975,1101115,711218.0,15000000,133797.0,[]
702,RPRNMLKLKIGGFAA76EA,臺北市文山區育英街１７巷７之２號四樓,24.990373,121.5387168,1101120,640227.0,12000000,137206.0,['景美']
703,RPXNMLKLKIGGFAA37EA,臺北市中正區水源路３１巷７號二樓,25.0179816,121.524564,1101125,541130.0,7400000,202518.0,['台電大樓']
704,RPPOMLRKKIGGFBA37EA,臺北市大同區民族西路２２５巷３８號四樓,25.0700178,121.5121881,1101118,710426.0,17800000,153501.0,[]
705,RPXNMLKLKIGGFBA47EA,臺北市大同區延平北路二段２３５號十一樓之４,25.060467,121.5114662,1101122,720129.0,5600000,203933.0,['大橋頭']
706,RPTNMLRKKIGGFCA77EA,臺北市中山區林森北路２６３號十二樓之１,25.0547296,121.5255701,1101115,710707.0,7500000,160841.0,[]
707,RPXOMLRKKIGGFCA28EA,臺北市中山區雙城街７巷３之１號,25.0637816,121.5248316,1101210,551219.0,12000000,149440.0,['中山國小']
708,RPPNMLRKKIGGFCA37EA,臺北市內湖區行善路４４８號六樓,25.0637873,121.5850661,1091120,1090211.0,112790800,125269.0,[]
709,RPPNMLNKKIGGFCA96EA,臺北市中山區明水路５２６巷５２號,25.0788113,121.5538212,1101008,930518.0,129380000,331276.0,[]
710,RPTNMLRKKIGGFDA87EA,臺北市南港區重陽路４３５號五樓,25.059202,121.609487,1101109,710708.0,4000000,80613.0,[]
711,RPPOMLRKKIGGFDA57EA,臺北市信義區吳興街５２４巷２８號三樓,25.0222832,121.5678498,1100909,690318.0,15000000,149940.0,[]
712,RPSOMLRKKIGGFDA87EA,臺北市南港區福德街３３９巷５弄１５號三樓,25.0386804,121.5895951,1101127,660521.0,13500000,177655.0,[]
713,RPQPMLNJKIGGFDA27EA,臺北市信義區忠孝東路五段３７２巷２７弄３８號四樓,25.039551,121.574847,1101209,710608.0,10635765,99595.0,['永春']
715,RPSPMLNJKIGGFDA47EA,臺北市南港區園區街３２號八樓,25.059321,121.612185,1101116,1020521.0,50380000,272247.0,['南港軟體園區']
716,RPTPMLNJKIGGFDA57EA,臺北市信義區信義路五段１１５號十六樓之３,25.0336681,121.5736405,1101108,980702.0,16600000,333803.0,['象山']
717,RPUPMLNJKIGGFDA67EA,臺北市南港區興華路８５之１號五樓,25.0556146,121.6060074,1101110,700902.0,19000000,202429.0,['南港']
718,RPVPMLNJKIGGFDA77EA,臺北市信義區松勇路６９巷２號四樓,25.0333373,121.5705199,1101125,1010528.0,226800000,544730.0,['象山']
720,RPTPMLRKKIGGFEA18EA,臺北市北投區中山路１之６號七樓之３,25.1371124,121.5057966,1091228,670404.0,7600000,150079.0,['新北投']
721,RPWPMLRKKIGGFEA48EA,臺北市士林區德行東路２０３巷８號五樓,25.1096998,121.5319764,1101204,680718.0,17000000,162307.0,[]
722,RPQNMLKLKIGGFEA07EA,臺北市北投區文林北路３０６號十七樓之１,25.1110401,121.5115294,1101112,1040213.0,42800000,210051.0,[]
723,RPWOMLQKKIGGFEA28EA,臺北市北投區光明路２００號八樓之２３,25.1358781,121.5035939,1101126,940322.0,4700000,190053.0,['新北投']
724,RPQOMLKLKIGGFFA27EA,臺北市大安區安和路一段３２號三樓之１,25.038427,121.5506872,1100819,660404.0,48000000,288670.0,['忠孝敦化']
726,RPXOMLRKKIGGFFA58EA,臺北市大安區敦化南路一段１９７號十二樓,25.0422384,121.5492868,1101015,731030.0,87000000,342089.0,['忠孝敦化']
727,RPQOMLSJJIGGFFA77EA,臺北市大安區信義路三段１０５號十一樓之１０,25.0337041,121.5388727,1101104,960322.0,17700000,456421.0,"['大安', '大安森林公園']"
728,RPPPMLSJJIGGFFA77EA,臺北市大安區羅斯福路二段８１巷１６弄５號三樓之１,25.0250435,121.5247116,1101107,960524.0,10000000,324781.0,['古亭']
729,RPQPMLSJJIGGFFA87EA,臺北市大安區光復南路６８８號九樓之１,25.0300904,121.5571655,1101120,1060515.0,25980000,338281.0,[]
730,RPVOMLRKKIGGFFA38EA,臺北市大安區瑞安街２２２巷１５號四樓,25.0279591,121.5395234,1101101,630408.0,7500000,184094.0,['科技大樓']
731,RPUOMLKLKIGGFFA67EA,臺北市大安區臥龍街１９５巷２之３號二樓,25.0183729,121.552431,1101121,701216.0,16600000,175327.0,[]
732,RPVOMLLLKIGGFEA77EA,臺北市士林區社子街６３巷１９號,25.088228,121.5069585,1101208,700227.0,18000008,151758.0,[]
733,RPPQMLNJKIGGFDA27EA,臺北市信義區基隆路一段３６４巷３２號二樓,25.0350409,121.5583775,1101124,720901.0,17300000,270186.0,[]
734,RPPOMLKLKIGGFDA96EA,臺北市松山區民生東路五段３６巷６弄１２號,25.0575854,121.5603748,1101109,670602.0,7200000,226558.0,[]
735,RPQNMLLLKIGGFDA07EA,臺北市信義區忠孝東路五段２３６巷３弄２３號二樓,25.040522,121.573277,1101112,720803.0,29500000,249071.0,['永春']
736,RPUOMLKLKIGGFCA37EA,臺北市中山區長春路２６７號七樓之３,25.0548072,121.541152,1101115,851021.0,10500000,240220.0,['南京復興']
737,RPWOMLKLKIGGFCA57EA,臺北市中山區合江街３９號四樓,25.0557054,121.539217,1101101,1070514.0,26030000,281224.0,[]
738,RPXOMLKLKIGGFCA67EA,臺北市中山區合江街３９號十一樓,25.0557054,121.539217,1101101,1070514.0,18630000,299470.0,[]
739,RPQPMLKLKIGGFCA07EA,臺北市中山區林森北路３８３巷８號三樓,25.0585199,121.5260629,1101125,581001.0,10000000,189502.0,['中山國小']
740,RPTPMLKLKIGGFCA37EA,臺北市中山區新生北路二段６８巷３０號五樓之８,25.0566905,121.5262207,1101029,670505.0,6800000,173204.0,[]
741,RPRNMLKLKIGGFCA96EA,臺北市中山區農安街６號三樓之１５,25.0647149,121.5234977,1101121,980622.0,10400000,207130.0,"['民權西路', '中山國小']"
742,RPWSMLKMJIGGFCA97EA,臺北市內湖區康寧路三段１８９巷１５７弄４號四樓,25.0747987,121.6123536,1101124,730907.0,13500000,151600.0,[]
743,RPXSMLKMJIGGFCA08EA,臺北市中山區民權東路一段７７號九樓,25.062893,121.5272411,1101014,1050524.0,109000000,285393.0,['中山國小']
745,RPWNMLKLKIGGFBA37EA,臺北市萬華區環河南路一段７１號六樓之２７,25.0450001,121.5019162,1101118,660829.0,2500000,130890.0,[]
746,RPSNMLKLKIGGFAA86EA,臺北市文山區和平東路四段３８３之１號六樓,24.9992587,121.5741979,1101123,720715.0,15000000,126636.0,['木柵']
748,RPRPMLKLKIGGFFA37DA,臺北市大安區復興南路一段７９巷２號七樓之２,25.0443847,121.5443948,1101121,850708.0,8800000,272530.0,['忠孝復興']
749,RPPNMLKLKIGGFFA96DA,臺北市大安區大安路二段６６號十一樓之６,25.0322518,121.5459164,1101113,981113.0,21889000,343195.0,['大安']
751,RPTPMLRKKIGGFFA18DA,臺北市大安區敦化南路一段３１７號七樓,25.0347543,121.5493151,1101207,680316.0,49380000,350113.0,['信義安和']
752,RPVOMLLJKIGGFFA57DA,臺北市大安區信義路二段１１８號十樓之１,25.033761,121.528017,1101016,970915.0,76800000,369835.0,['東門']
754,RPTOMLRJKIGGFFA97DA,臺北市大安區永康街７５巷８號四樓,25.028824,121.530109,1101128,960702.0,15750000,398633.0,[]
756,RPQPMLSJKIGGFFA87DA,臺北市大安區信義路四段１８８號九樓之７,25.0329418,121.551426,1101127,850705.0,24780000,359026.0,['信義安和']
757,RPQPMLTLJIGGFEA97DA,臺北市士林區天母東路８巷２１號三樓之７,25.1173625,121.5319067,1101110,650802.0,9200000,205771.0,[]
758,RPXOMLKMJIGGFEA77DA,臺北市北投區翠宜路９巷１２號六樓,25.1430159,121.5049505,1101108,830902.0,19380000,107428.0,[]
759,RPXPMLMJKIGGFEA87DA,臺北市士林區菁山路１０６號二樓,25.1415908,121.5585532,1101201,1050907.0,53180000,213668.0,[]
760,RPQPMLNJKIGGFEA27DA,臺北市北投區清江路２２１號,25.126956,121.501834,1101102,560407.0,26000000,239411.0,['奇岩']
761,RPRPMLSKJIGGFEA87DA,臺北市北投區大業路５４６號九樓,25.135119,121.496839,1101029,990916.0,30250000,186131.0,['北投']
762,RPOPMLTLJIGGFEA77DA,臺北市北投區石牌路一段１６６巷４６弄１９號六樓,25.1136195,121.5139942,1101115,1001108.0,38500000,258216.0,['石牌']
763,RPXOMLQKKIGGFEA28DA,臺北市士林區德行西路３６號十二樓之２,25.1052476,121.5231654,1101111,970502.0,11800000,289713.0,['芝山']
764,RPPNMLTKKIGGFEA67DA,臺北市士林區中山北路五段５３０號四樓,25.0941844,121.5279788,1101206,1040518.0,175110000,282867.0,['士林']
765,RPQNMLTKKIGGFEA77DA,臺北市士林區中山北路五段５２２號四樓,25.0936607,121.5283122,1101206,1040518.0,486990000,284489.0,['士林']
766,RPSOMLRKKIGGFEA87DA,臺北市北投區三合街一段１１７巷３８弄２０號二樓,25.1255493,121.5039784,1101111,1070614.0,41000000,211719.0,['奇岩']
767,RPRNMLKLKIGGFEA07DA,臺北市北投區立功街１０４號六樓,25.1252346,121.4723275,1101125,970403.0,6120000,129442.0,[]
768,RPSNMLKLKIGGFEA17DA,臺北市北投區中央南路二段１２之２１號十二樓,25.1271554,121.5001587,1100902,1040828.0,9500000,111254.0,['奇岩']
769,RPXQMLSJKIGGFDA48DA,臺北市松山區寶清街２１之１號九樓之１,25.0501746,121.5689631,1101116,781120.0,7400000,102536.0,['南京三民']
770,RPPPMLOLJIGGFDA27DA,臺北市信義區富陽街７１巷１９號四樓,25.022188,121.5573381,1101124,611208.0,16500000,177458.0,"['六張犁', '麟光']"
771,RPXOMLKLKIGGFDA67DA,臺北市信義區忠孝東路四段５５３巷１６弄４號七樓,25.0430181,121.5631107,1101127,650504.0,23100000,255701.0,['市政府']
772,RPWOMLRKKIGGFDA18DA,臺北市南港區昆陽街１８２之１號七樓,25.0481519,121.5931406,1100611,1091026.0,23000000,183182.0,['昆陽']
773,RPRPMLQKKIGGFDA67DA,臺北市松山區三民路１８號三樓之３,25.0526141,121.5639624,1101209,1030530.0,35000000,261389.0,['南京三民']
774,RPOPMLRKKIGGFDA47DA,臺北市松山區三民路１６６巷３號,25.0620141,121.5634789,1101110,750619.0,34000000,302491.0,[]
775,RPQRMLQKKIGGFCA67DA,臺北市中山區合江街６９之１號四樓,25.0585934,121.5393367,1101115,740820.0,25880000,225161.0,[]
776,RPUNMLRKKIGGFCA77DA,臺北市中山區新生北路三段５８號七樓之１１,25.0656476,121.5273562,1101101,711209.0,5660000,172456.0,['中山國小']
777,RPOSMLPKKIGGFCA47DA,臺北市內湖區安泰街３３巷８號三樓,25.0738099,121.6183724,1101017,740427.0,11000000,114357.0,[]
778,RPXNMLQKKIGGFCA97DA,臺北市中山區五常街１１巷５號六樓,25.064653,121.537914,1101029,1080918.0,35200000,281018.0,[]
779,RPUNMLSKKIGGFCA87DA,臺北市中山區新生北路二段６０巷２號九樓之２,25.0555641,121.5271709,1101203,701228.0,10890000,188735.0,[]
780,RPPNMLTKKIGGFCA47DA,臺北市內湖區金湖路１６號二樓,25.0833641,121.5959663,1101115,700723.0,18800000,144017.0,['內湖']
781,RPTNMLTKKIGGFCA87DA,臺北市內湖區內湖路三段９０號四樓,25.0864173,121.5912964,1101108,690602.0,12680000,122678.0,['內湖']
782,RPSNMLKLKIGGFCA96DA,臺北市中山區松江路２７號五樓之３,25.04736,121.5332044,1101203,720805.0,3000000,109329.0,[]
783,RPVNMLKLKIGGFCA27DA,臺北市內湖區內湖路二段２５３巷１弄３號三樓,25.0822792,121.5898198,1101117,750131.0,12000000,87311.0,['內湖']
785,RPWOMLRKKIGGFCA08DA,臺北市中山區五常街１１巷５號十一樓,25.064653,121.537914,1101121,1080918.0,37200000,298075.0,[]
786,RPTQMLNJJIGGFCA37DA,臺北市中山區松江路１１８號十六樓之９,25.0514979,121.5327713,1090723,1100830.0,42419033,465887.0,['松江南京']
787,RPQRMLRLIIGGFCA67DA,臺北市中山區松江路１８２號十樓,25.0562615,121.5327839,1101101,660913.0,56700000,220143.0,"['松江南京', '行天宮']"
788,RPUOMLOJJIGGFCA37DA,臺北市中山區松江路１１８號十三樓之８,25.0514979,121.5327713,1070501,1100830.0,35865938,438292.0,['松江南京']
789,RPWNMLKKKIGGFCA27DA,臺北市中山區長安東路一段５６巷７弄２８號二樓之１,25.0470994,121.5295375,1100910,1050825.0,16200000,228201.0,[]
